nconst,primaryName,First Name,Last Name,birthYear,deathYear,primaryProfession,knownForTitles,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race
nm0719444,Julene Renee,Julene,Renee,\N,\N,"actress,miscellaneous,editor","tt0499549,tt1067106,tt0442933,tt0274812",0.004008001,0.0015107195,0.008204269,0.010976866,0.0015382521,0.8382676,0.0009155448,0.055521704,0.03352948,0.01123351,0.009652919,0.0059725023,0.018668454,"GreaterEuropean,British"
nm0096772,Bobby Boriello,Bobby,Boriello,\N,\N,actor,"tt0125664,tt0119951,tt0120613,tt0141842",0.00034842535,0.0009599657,0.0013782008,0.0070676617,0.00054651516,0.066865295,0.00023280228,0.010403359,0.025779963,0.00037183397,0.08815584,0.7976521,0.00023807996,"GreaterEuropean,WestEuropean,Italian"
nm0917430,Barbara Weetman,Barbara,Weetman,\N,\N,"actress,miscellaneous","tt2103254,tt0332280,tt2098781,tt2205697",0.01454875,0.0028096419,0.01340292,0.009923545,0.011307437,0.7019294,0.003894878,0.14503698,0.01613735,0.03798626,0.030293865,0.010101793,0.0026272167,"GreaterEuropean,British"
nm0002907,Alexander Skarsgård,Alexander,Skarsgård,1976,\N,"actor,producer,director","tt7598448,tt0918940,tt3920596,tt0844441",0.00017452931,0.00068330043,3.8636197e-05,0.00013468481,8.323946e-06,0.0074866232,0.0027189716,0.0018297877,0.0008918545,0.0012289687,0.00013811474,0.00042635264,0.9842398,"GreaterEuropean,WestEuropean,Nordic"
nm1980137,Edward X. Young,Edward,X. Young,1959,\N,"actor,special_effects,make_up_department","tt7983334,tt3096442,tt1662534,tt1303721",0.0038459455,0.0008448687,0.007423377,0.006299508,0.0014606182,0.7999602,0.0019510239,0.03343708,0.128894,0.008757769,0.004168488,0.0028306546,0.00012647646,"GreaterEuropean,British"
nm0564215,James McAvoy,James,McAvoy,1979,\N,"actor,soundtrack,producer","tt4972582,tt0783233,tt1450321,tt0455590",0.0055939704,0.0025230478,0.005742507,0.00610847,0.00067768333,0.92465013,0.0011460368,0.008729683,0.028541638,0.0004668803,0.009003134,0.005607738,0.0012090411,"GreaterEuropean,British"
nm2670001,Crystal Arnette,Crystal,Arnette,\N,\N,"actress,director,editor","tt6562172,tt2321467,tt6152648,tt5276004",0.032891586,0.010971683,0.02206392,0.029069772,0.002222902,0.3641728,0.0007947353,0.019873813,0.26882643,0.0037900964,0.14061894,0.101868585,0.0028346418,"GreaterEuropean,British"
nm3885341,Sophie Lane Curtis,Sophie,Lane Curtis,\N,\N,"actress,writer,director","tt1764183,tt1724965,tt12538996,tt1645080",0.0011174972,0.0008156116,0.002018195,0.0033010026,0.0015271279,0.34229878,0.0018958845,0.02700858,0.51945037,0.003899487,0.023961531,0.07038312,0.0023227977,"GreaterEuropean,WestEuropean,French"
nm0865302,Tony Todd,Tony,Todd,1954,\N,"actor,producer,director","tt0756683,tt0109506,tt0117500,tt0103919",0.0019111276,0.00037123988,0.0007923708,0.0052512777,0.0007395865,0.91151375,0.00061639084,0.011862507,0.009930201,0.00056460156,0.011634863,0.038273327,0.006538843,"GreaterEuropean,British"
nm1843100,Tyler Jensen,Tyler,Jensen,1978,\N,"actor,producer,stunts","tt0493443,tt7122826,tt1711478,tt0407441",0.0015977927,0.0031597295,0.00015842992,0.0018978375,3.3862114e-05,0.014858615,0.00024757933,0.00064284715,0.0006215608,0.0015173459,0.0019499528,0.0038102586,0.9695042,"GreaterEuropean,WestEuropean,Nordic"
nm0000538,Colm Meaney,Colm,Meaney,1953,\N,"actor,soundtrack,producer","tt0105690,tt0375912,tt0118880,tt0106145",0.0029524495,0.00106094,0.002113675,0.0054691234,0.0005977237,0.9612334,0.0005508198,0.011699659,0.0056673945,0.0008444921,0.002451312,0.004820769,0.00053818757,"GreaterEuropean,British"
nm1476990,Matt Walton,Matt,Walton,1973,\N,"actor,producer","tt2241351,tt0887883,tt1302006,tt4094724",0.0009625588,0.0011939353,0.00021204857,0.00019571267,0.0010393542,0.9318316,0.00067030726,0.04489774,0.0052546933,0.00052913977,0.004817604,0.007993526,0.00040181747,"GreaterEuropean,British"
nm3548848,Marta Zolynska,Marta,Zolynska,\N,\N,actress,"tt1608369,tt1217301,tt1990218,tt2293814",0.00034868805,0.004959218,0.0004185865,0.0012672009,0.0017718263,0.027258141,0.7277107,0.08496108,0.03140595,0.015909147,0.08453735,0.019059548,0.00039260022,"GreaterEuropean,EastEuropean"
nm3021657,Markus Taylor,Markus,Taylor,\N,\N,actor,"tt3257108,tt1273207,tt7108744,tt2370228",0.013567942,0.001414371,0.008236381,0.017864339,0.029284157,0.64282453,0.02405425,0.09808491,0.048153885,0.057946518,0.013457562,0.013024442,0.03208677,"GreaterEuropean,British"
nm2277058,Ann Hagemann,Ann,Hagemann,\N,\N,"actress,producer,writer","tt4655480,tt2261391,tt5774446,tt21450592",0.0011864427,0.008301246,0.0017577743,0.0017897078,0.0021476503,0.19913559,0.00777938,0.049829256,0.0058307857,0.47827375,0.004168712,0.007539699,0.23226,"GreaterEuropean,WestEuropean,Germanic"
nm0001218,Sean Patrick Flanery,Sean,Patrick Flanery,1965,\N,"actor,producer,writer","tt0144117,tt0120241,tt0114168,tt1300851",0.003885056,0.006991717,0.0004547662,0.001659161,0.0012606388,0.74401784,0.004496753,0.012373221,0.15987672,0.0038978558,0.014955555,0.045247573,0.0008831399,"GreaterEuropean,British"
nm0300399,Andersen Gabrych,Andersen,Gabrych,1973,\N,"actor,writer,director","tt0138414,tt1753543,tt2077819,tt1051981",0.004493061,0.014268512,0.016659822,0.0026134315,0.0030724343,0.579505,0.02260004,0.08284576,0.012150935,0.057763316,0.020277454,0.02624622,0.15750408,"GreaterEuropean,British"
nm0018271,Barbara Niven,Barbara,Niven,1953,\N,"actress,producer","tt1823059,tt5151816,tt0146165,tt15822830",0.0050518196,0.0018554641,0.006896397,0.0048592114,0.0057344115,0.7807275,0.004063192,0.05237288,0.044106245,0.025419332,0.01908405,0.02461467,0.025214752,"GreaterEuropean,British"
nm1625209,Armando Acevedo,Armando,Acevedo,\N,\N,actor,"tt2968124,tt1315328,tt3072546,tt2227061",0.0015728392,0.006932095,0.0023634206,0.074231915,0.0011868248,0.011682332,0.00064934837,0.017607445,0.01293446,0.0020247493,0.7446957,0.12369095,0.00042786976,"GreaterEuropean,WestEuropean,Hispanic"
nm0208962,Wanda De Jesus,Wanda,De Jesus,1958,\N,actress,"tt0309377,tt0228333,tt0140352,tt0100502",0.008210625,0.045374956,0.008901286,0.007626543,0.0015410257,0.048346635,0.0012965704,0.04854786,0.010450542,0.005217647,0.802868,0.008292184,0.003326166,"GreaterEuropean,WestEuropean,Hispanic"
nm0574460,Shane McRae,Shane,McRae,\N,\N,actor,"tt0461721,tt1454029,tt3316960,tt5011816",0.0028042533,0.00065324723,0.0010172463,0.0020412323,0.0014471896,0.915864,0.00062694214,0.017033776,0.033676628,0.00024639672,0.012923138,0.011518998,0.00014694202,"GreaterEuropean,British"
nm0376307,Adam Hendershott,Adam,Hendershott,1983,\N,"actor,camera_department,miscellaneous","tt0815244,tt0412253,tt0105932,tt0108983",0.0019531439,0.002011455,0.007790932,0.0023306007,0.0032840187,0.86348116,0.0058874357,0.087510176,0.015559931,0.0010774585,0.003173516,0.003919537,0.002020674,"GreaterEuropean,British"
nm5776746,Shawn Lock,Shawn,Lock,\N,\N,"producer,director,actor","tt3027716,tt11502660",0.032812458,0.086836345,0.010529464,0.018372023,0.00670492,0.59843194,0.0045379223,0.18713635,0.015770897,0.0037382348,0.008631681,0.023261836,0.003235967,"GreaterEuropean,British"
nm0003115,Christine Lakin,Christine,Lakin,1979,\N,"actress,miscellaneous,director","tt0182576,tt8510382,tt6546758,tt2712740",0.011924895,0.0009877359,0.0073702023,0.045944043,0.0061761555,0.79063725,0.001977927,0.014969899,0.059805293,0.004985371,0.02097464,0.012653199,0.021593427,"GreaterEuropean,British"
nm0806982,Tava Smiley,Tava,Smiley,1971,\N,"actress,producer,writer","tt0452625,tt2098799,tt0892412,tt0279750",0.01592988,0.007968207,0.03698197,0.09986076,0.012627356,0.56317425,0.0706662,0.06893595,0.025435826,0.011888238,0.045135617,0.018930448,0.022465374,"GreaterEuropean,British"
nm2353862,Dev Patel,Dev,Patel,1990,\N,"actor,producer,director","tt1010048,tt3741834,tt9243804,tt2555736",0.0066493256,0.0053475853,0.406134,0.008046467,0.014438891,0.23199856,0.052381523,0.15559044,0.032006085,0.008676834,0.04690631,0.030897943,0.0009259642,"Asian,IndianSubContinent"
nm0950867,Harris Yulin,Harris,Yulin,1937,\N,actor,"tt0109444,tt0086250,tt0097428,tt0139654",0.12870806,0.018830772,0.033298425,0.02117547,0.068982236,0.21272303,0.1152372,0.30291143,0.023682555,0.013480138,0.018175067,0.014324128,0.02847153,"GreaterEuropean,Jewish"
nm3553295,Andrew Cheney,Andrew,Cheney,\N,\N,actor,"tt1710469,tt5078656,tt2433040,tt3696794",0.0068502054,0.00088441104,0.009089977,0.08849536,0.0010024783,0.82608455,0.0017394356,0.017561596,0.024073083,0.0006293378,0.00938301,0.00855706,0.0056493776,"GreaterEuropean,British"
nm0005467,Jerry Stiller,Jerry,Stiller,1927,2020,"actor,producer,soundtrack","tt0427327,tt0098904,tt0408839,tt0196229",0.006363963,0.0024307093,0.003037399,0.0028412885,0.00067844853,0.35748705,0.0024827602,0.5485268,0.031679124,0.010673215,0.0141857965,0.01806252,0.0015508945,"GreaterEuropean,Jewish"
nm2084963,Noé Hernández,Noé,Hernández,\N,\N,"actor,art_department,camera_department","tt4682708,tt1127715,tt11905394,tt6046314",0.00042018376,0.010134138,0.00027594613,0.022550032,0.0016923558,0.0013476075,0.0003455525,0.026257781,0.16989826,0.0011242074,0.7604429,0.0054425965,6.839461e-05,"GreaterEuropean,WestEuropean,Hispanic"
nm2726789,Zac Mattoon O'Brien,Zac,Mattoon O'Brien,\N,\N,"actor,writer,director","tt10177964,tt1836808,tt0914798,tt1023500",0.0021113069,0.00033652384,0.0020188852,0.0018573581,0.00087257265,0.94194543,0.00020106623,0.0069680302,0.027752372,0.0008807504,0.0058504906,0.00909222,0.000112927526,"GreaterEuropean,British"
nm0099610,Nicholas Boulton,Nicholas,Boulton,1968,\N,actor,"tt1814691,tt0138097,tt0837106,tt0944947",0.0033218574,0.0008015076,0.0010121982,0.004316583,0.00021932615,0.8840661,0.009191618,0.0054005166,0.07854175,0.0017371575,0.0029482895,0.0019042225,0.006538936,"GreaterEuropean,British"
nm0284158,Jeremy Foley,Jeremy,Foley,\N,\N,"actor,producer,director","tt0118928,tt0209665,tt3526184,tt5596344",0.0072643617,0.0019879271,0.0028763004,0.0037414918,0.000526582,0.91061133,0.003514498,0.0407197,0.012027684,0.0008779318,0.009652715,0.004135096,0.0020643338,"GreaterEuropean,British"
nm0000745,Carol Alt,Carol,Alt,1960,\N,"actress,producer,miscellaneous","tt0112829,tt0119951,tt0484207,tt1859650",0.0047612386,0.011874579,0.013800646,0.010571332,0.006955527,0.58106935,0.026533565,0.1051083,0.091548026,0.07952931,0.021443471,0.033771772,0.013032929,"GreaterEuropean,British"
nm0068166,Drake Bell,Drake,Bell,1986,\N,"actor,soundtrack,music_department","tt0116695,tt0443295,tt0363328,tt0426592",0.0067751477,0.006589734,0.0015293116,0.005026016,0.0025965145,0.82998973,0.0018287675,0.091817394,0.016003788,0.0031943475,0.005393249,0.016223272,0.013032658,"GreaterEuropean,British"
nm0000213,Winona Ryder,Winona,Ryder,1971,\N,"actress,producer,soundtrack","tt0110367,tt0172493,tt0100140,tt0099487",0.0054330328,0.002449793,0.0034394788,0.018694736,0.00350529,0.66839975,0.015456274,0.05393471,0.051286597,0.029839495,0.029566634,0.054928485,0.063065745,"GreaterEuropean,British"
nm0000401,Laurence Fishburne,Laurence,Fishburne,1961,\N,"actor,producer,director","tt0234215,tt1598778,tt0133093,tt0327056",0.004678164,0.0020001964,0.006482009,0.014363769,0.0013703534,0.8327979,0.00095430535,0.08974465,0.02069065,0.0002380618,0.010542119,0.01533107,0.00080669473,"GreaterEuropean,British"
nm0568846,Bruce McFee,Bruce,McFee,\N,\N,actor,"tt0427327,tt0452608,tt0449089,tt0266452",0.005284987,0.001156438,0.00086764165,0.0040813517,0.00066328835,0.90938,0.0003311352,0.01855819,0.020557776,3.1470547e-05,0.013880526,0.025157237,4.9874503e-05,"GreaterEuropean,British"
nm0007423,Frank J. Aard,Frank,J. Aard,\N,\N,actor,"tt1018817,tt2477218,tt3526462,tt4224754",0.0039353855,0.004982347,0.0025348263,0.0012024812,0.0013535251,0.08633929,0.0045602927,0.02528734,0.022842206,0.2756086,0.018526705,0.019141594,0.5336854,"GreaterEuropean,WestEuropean,Nordic"
nm1530993,Sean Apple,Sean,Apple,\N,\N,"visual_effects,actor,sound_department","tt0319262,tt1308728,tt0293564,tt0338526",0.0021392417,0.005288749,0.00322422,0.016643776,0.004402061,0.8672121,0.006536796,0.04759029,0.017971631,0.0042357673,0.010530062,0.010601488,0.0036237899,"GreaterEuropean,British"
nm0706666,Bashar Rahal,Bashar,Rahal,1974,\N,"actor,producer,writer","tt1087474,tt0365929,tt0816462,tt1971325",0.0007260363,0.00018319611,0.74871725,0.0038354066,0.2029427,0.023960339,0.00093183224,0.008118142,0.0017027248,0.00061623636,0.004806399,0.0003829197,0.0030768197,"Asian,IndianSubContinent"
nm0570546,David McIlwraith,David,McIlwraith,\N,\N,actor,"tt0113238,tt0280347,tt0386907,tt0092172",0.0011311715,0.0028562923,0.0003687386,0.0006197177,0.000103631806,0.9475606,0.0013917754,0.015042726,0.012367291,0.00047374662,0.011409124,0.006509492,0.00016565938,"GreaterEuropean,British"
nm1984458,Devon Graye,Devon,Graye,1987,\N,"actor,writer","tt6079516,tt2059171,tt10954984,tt5710514",0.0011348956,0.00069631165,0.0004540314,0.0018056937,0.00024940076,0.96455187,0.0014960236,0.019253384,0.004017331,0.00016959436,0.0015821507,0.004107273,0.00048197334,"GreaterEuropean,British"
nm1139343,Katt Williams,Katt,Williams,1973,\N,"actor,writer,producer","tt0477051,tt0799949,tt0795461,tt0293815",0.00075676804,0.0007885767,0.0004713565,0.00021291278,0.00072166836,0.9612798,0.00038694305,0.021285545,0.0068501337,0.0006778865,0.0026330953,0.0031499153,0.0007853136,"GreaterEuropean,British"
nm0533891,Gavin MacLeod,Gavin,MacLeod,1931,2021,"actor,soundtrack","tt0063415,tt0065938,tt0075529,tt0065314",0.006256079,0.0022356657,0.0030384948,0.0070072175,0.00042853525,0.89696705,0.009529347,0.03229277,0.01976006,0.0024295223,0.0062370845,0.010590733,0.003227488,"GreaterEuropean,British"
nm0219748,Catherine Dent,Catherine,Dent,\N,\N,"actress,producer,director","tt2277736,tt0244970,tt0268995,tt0286486",0.010424621,0.0013076265,0.004077823,0.003006749,0.0030299341,0.74729264,0.0013759051,0.012628315,0.17993596,0.0016148748,0.009345114,0.021535162,0.0044251983,"GreaterEuropean,British"
nm0001971,Ewen Bremner,Ewen,Bremner,1972,\N,"actor,producer,soundtrack","tt0451279,tt2763304,tt0117951,tt0370263",0.008144923,0.006860393,0.0047049187,0.017541133,0.005647138,0.7432845,0.015308139,0.14843807,0.010458242,0.010641749,0.0049229483,0.007788054,0.01625978,"GreaterEuropean,British"
nm0006610,Donal Logue,Donal,Logue,1966,\N,"actor,soundtrack,producer","tt0187393,tt0120611,tt0443706,tt0425123",0.013062859,0.0059690145,0.013138609,0.058121387,0.001895767,0.5076639,0.005034827,0.048624057,0.21537413,0.0031928467,0.09383117,0.03030304,0.003788404,"GreaterEuropean,British"
nm0066463,Yada Beener,Yada,Beener,\N,\N,actress,"tt0120603,tt0209557",0.00474682,0.009758287,0.0019234228,0.022350082,0.26478738,0.014003018,0.020701524,0.60126376,0.012585321,0.029474102,0.004397547,0.013307079,0.00070174015,"GreaterEuropean,Jewish"
nm2165153,Jason T. Davis,Jason,T. Davis,\N,\N,actor,"tt1297943,tt0457308,tt1848880,tt0811091",0.0017434101,0.014564986,0.017242141,0.009690861,0.0020354225,0.39225045,0.003469409,0.14125192,0.276931,0.003977813,0.10569019,0.028366623,0.002785693,"GreaterEuropean,British"
nm0444940,Jack Kehler,Jack,Kehler,1946,2022,"actor,director","tt0120912,tt0102266,tt0332047,tt0116922",0.008631508,0.028849054,0.0064777415,0.0034101815,0.00048246697,0.5002385,0.00681902,0.24917454,0.039708115,0.13856332,0.006511106,0.0073672603,0.0037671963,"GreaterEuropean,British"
nm5471736,Jay Walker,Jay,Walker,\N,\N,actor,"tt5740806,tt11373884,tt4573516,tt10724452",0.0012191968,0.0020907088,0.013457103,0.003207064,0.0010189151,0.90291506,0.004279471,0.03908378,0.014826315,0.0050094565,0.0047202106,0.004661232,0.0035115296,"GreaterEuropean,British"
nm4406302,Shea Stewart,Shea,Stewart,\N,\N,"actress,miscellaneous","tt3220900,tt10288242,tt1884318,tt4600982",0.022494836,0.022363272,0.0033284668,0.004016033,0.0041326093,0.7539389,0.04269799,0.08001655,0.020281509,0.0076701767,0.012480549,0.022438854,0.0041402173,"GreaterEuropean,British"
nm0473141,Heidi Kramer,Heidi,Kramer,\N,\N,actress,"tt0112178,tt0180052,tt1928330,tt0240900",0.0047771814,0.006242592,0.0045576533,0.025692815,0.0637422,0.069235966,0.068353936,0.4817982,0.025628233,0.08400044,0.01229173,0.009663136,0.14401586,"GreaterEuropean,Jewish"
nm3266168,Rebecca Dayan,Rebecca,Dayan,\N,\N,"actress,producer","tt1405365,tt9569546,tt5259822,tt4513316",0.006044679,0.0013988715,0.07152465,0.012952411,0.09245323,0.6131829,0.0052555357,0.12554121,0.011522407,0.00061432214,0.038345985,0.020528333,0.0006354867,"GreaterEuropean,British"
nm0000246,Bruce Willis,Bruce,Willis,1955,\N,"actor,producer,soundtrack","tt0110912,tt0088571,tt0167404,tt0095016",0.007861634,0.003037029,0.00905395,0.007547409,0.0034081428,0.8508892,0.0014526176,0.04842607,0.035116617,0.0012053635,0.017134057,0.013622831,0.0012451004,"GreaterEuropean,British"
nm1936317,Mark Hengst,Mark,Hengst,1964,\N,actor,"tt2575988,tt2261391,tt7945720,tt0395843",0.01909579,0.009541783,0.004581368,0.0012366372,0.00059560884,0.7902438,0.009400178,0.08774861,0.013839766,0.013832172,0.017152406,0.02431759,0.0084142955,"GreaterEuropean,British"
nm3082812,Hayley Derryberry,Hayley,Derryberry,\N,\N,"actress,miscellaneous,writer","tt2325014,tt2261999,tt5979384,tt1605717",0.004864315,0.0023790032,0.0042249393,0.006768146,0.0013569271,0.89829844,0.0004740155,0.03209265,0.024083432,0.00018780156,0.012414383,0.0107534705,0.0021025327,"GreaterEuropean,British"
nm2264463,Connor Hill,Connor,Hill,2001,\N,actor,"tt1146438,tt1321861,tt1766037,tt1524137",0.015938165,0.0031151108,0.008684547,0.014297308,0.002492878,0.8337018,0.006254928,0.027203383,0.018359197,0.006346326,0.023380868,0.0065783234,0.033647224,"GreaterEuropean,British"
nm1063878,Walter Raney,Walter,Raney,1941,2021,"casting_director,actor,casting_department","tt0070350,tt1078588,tt0119517,tt0205688",0.0028591608,0.0011411943,0.023723273,0.008237332,0.0038415221,0.9008309,0.0012646611,0.017823813,0.019879384,0.0029663006,0.009785568,0.005167307,0.002479612,"GreaterEuropean,British"
nm2172460,Jayson Blair,Jayson,Blair,1984,\N,actor,"tt1047445,tt2582802,tt1451387,tt1865346",0.0036357115,0.0038882876,0.007025426,0.0029324566,0.0057191337,0.8254479,0.003958543,0.06719342,0.034329426,0.0014460263,0.034068614,0.008019686,0.0023352988,"GreaterEuropean,British"
nm0148382,Angie Cepeda,Angie,Cepeda,1974,\N,"actress,music_department","tt2308260,tt0190611,tt3338230,tt0223584",0.00078308274,0.0006898213,0.0048314524,0.027692217,0.007668008,0.13019937,0.002957314,0.038806763,0.042610526,0.0045958622,0.028164102,0.7096305,0.0013710592,"GreaterEuropean,WestEuropean,Italian"
nm0789171,Timm Sharp,Timm,Sharp,1978,\N,"actor,producer,editor","tt0273028,tt0759475,tt1509004,tt4197508",0.00030083233,0.00014412716,0.0027831267,0.0010608053,0.0009715641,0.9597819,0.00015319903,0.0122330645,0.013892184,0.00025825095,0.0024207542,0.00588077,0.00011931892,"GreaterEuropean,British"
nm0568375,Ellen McElduff,Ellen,McElduff,1964,\N,actress,"tt0102316,tt0091499,tt0092238,tt0102138",0.0019595225,0.0038845383,0.004976388,0.008995649,0.005512148,0.5861223,0.007884689,0.11203904,0.100980245,0.0862381,0.02106866,0.024466777,0.03587186,"GreaterEuropean,British"
nm4570659,Molly Pan,Molly,Pan,\N,\N,actress,"tt4474310,tt2805096,tt2322158,tt3599528",0.80095536,0.00082598126,0.028363839,0.0035404086,0.001417557,0.044906124,0.0021507654,0.0179481,0.05971641,0.0030191364,0.011085073,0.017323155,0.008748067,"Asian,GreaterEastAsian,EastAsian"
nm0803548,Heidi Sjursen,Heidi,Sjursen,\N,\N,"actress,director,writer","tt0485997,tt0320212,tt0455694,tt0212879",4.570143e-05,0.0005192052,0.00034066904,0.000101851554,0.00041027705,0.0013014737,0.00016697496,0.0003081634,0.0003249504,0.00086446886,0.00049518456,0.0010719168,0.9940492,"GreaterEuropean,WestEuropean,Nordic"
nm1310016,Brian Geraghty,Brian,Geraghty,\N,\N,"actor,producer,soundtrack","tt0406816,tt1907668,tt0887912,tt0308055",0.0022848244,0.00068371923,0.005904056,0.0013211891,0.0018754652,0.91683775,0.0063846805,0.037750408,0.009996158,0.0021345625,0.008068633,0.0054249214,0.0013336126,"GreaterEuropean,British"
nm1953775,Chris Doubek,Chris,Doubek,\N,\N,actor,"tt10640346,tt1065073,tt5710514,tt2762506",0.0051129633,0.0004233176,0.0014509169,0.46558237,0.044471886,0.09163009,0.01808929,0.0074693034,0.31748822,0.039052874,0.002085675,0.00174212,0.005400971,"GreaterAfrican,Africans"
nm0713389,Tania Raymonde,Tania,Raymonde,1988,\N,"actress,director,writer","tt11946300,tt4687880,tt0411008",0.007879873,0.0040216334,0.010649273,0.06806524,0.034399338,0.5590865,0.003524551,0.100670606,0.027170975,0.0025615268,0.11210234,0.06654706,0.00332111,"GreaterEuropean,British"
nm2797652,Katrina Rose Tandy,Katrina,Rose Tandy,\N,\N,"actress,soundtrack","tt5620962,tt3839870,tt1845866,tt1336608",0.008397061,0.0042428193,0.06669047,0.009095746,0.008687313,0.24855056,0.28017274,0.051787335,0.1961309,0.01253509,0.079434656,0.028530167,0.005745078,"GreaterEuropean,EastEuropean"
nm2544765,Jessica Szabo,Jessica,Szabo,\N,\N,actress,tt0961206,0.028746223,0.014613382,0.0037321283,0.11137328,0.05483365,0.10117215,0.0148088,0.5091533,0.006630195,0.019588284,0.1068303,0.027805442,0.0007129076,"GreaterEuropean,Jewish"
nm0005295,Trey Parker,Trey,Parker,1969,\N,"music_department,soundtrack,writer","tt0158983,tt0372588,tt0124819,tt0121955",0.003400386,0.0016986752,0.004981968,0.007395828,0.0013485268,0.8555339,0.0014869608,0.079143,0.015245141,0.00028689404,0.016216332,0.010673276,0.002589016,"GreaterEuropean,British"
nm4230210,Ronen Rubinstein,Ronen,Rubinstein,1993,\N,"actor,director,writer","tt10323338,tt12306692,tt2372162,tt5210998",0.00048577695,0.0011183755,7.608199e-05,0.00025096128,0.007286794,0.039529886,0.026610706,0.91232765,0.0036436052,0.0037762998,0.0015653863,0.0012860644,0.002042371,"GreaterEuropean,Jewish"
nm0421709,Todd Jensen,Todd,Jensen,\N,\N,actor,"tt0977214,tt0432267,tt1112782,tt1182921",9.55062e-06,3.9914168e-05,4.8244958e-05,6.712671e-05,1.4651864e-05,0.0025825822,1.2157345e-05,0.00022081338,3.0771742e-05,4.2391843e-05,2.2037886e-05,0.00039194158,0.9965178,"GreaterEuropean,WestEuropean,Nordic"
nm0005052,Michael Jeter,Michael,Jeter,1952,2003,"actor,soundtrack,director","tt0098790,tt0316356,tt0120689,tt0163025",0.0088937925,0.0027173588,0.0048628366,0.004392675,0.0048527443,0.66217506,0.005960885,0.24108693,0.018752703,0.010956967,0.01619835,0.0133285,0.005821147,"GreaterEuropean,British"
nm0000493,Jack Lemmon,Jack,Lemmon,1925,2001,"actor,soundtrack,producer","tt0107050,tt0053291,tt0053604,tt0104348",0.0039625787,0.0015713054,0.0012137413,0.0031430966,0.00036283289,0.88927734,0.000980605,0.07198726,0.016051138,0.0041381232,0.0031712498,0.0036765519,0.00046435982,"GreaterEuropean,British"
nm1263747,Charlie David,Charlie,David,1980,\N,"producer,writer,director","tt8712664,tt6240094,tt1106447,tt7950264",0.0038576212,0.0015681613,0.002998485,0.0013754995,0.0007130249,0.9301351,0.002553527,0.040953733,0.009063259,0.0005814963,0.0032447057,0.0024746575,0.00048079318,"GreaterEuropean,British"
nm0001321,Richard Harris,Richard,Harris,1930,2002,"actor,soundtrack,producer","tt0061439,tt0245844,tt0172495,tt0105695",0.004309618,0.0026280892,0.0029215086,0.0034789592,0.0012226051,0.8806885,0.0037136208,0.05850001,0.020903507,0.010140771,0.004246653,0.0044320766,0.0028141595,"GreaterEuropean,British"
nm2600193,Tony Senzamici,Tony,Senzamici,\N,\N,"actor,producer","tt3560084,tt1796960,tt1856010,tt1832045",0.0011684359,0.057940505,0.00010639415,0.0035384176,0.00038823317,0.043810125,0.00073714263,0.002924616,0.008133364,0.0005259025,0.014712472,0.8654768,0.0005375026,"GreaterEuropean,WestEuropean,Italian"
nm4114623,Johnny Walter,Johnny,Walter,\N,\N,"actor,producer,miscellaneous","tt4174536,tt4931502,tt3102924,tt3864024",0.020161517,0.0084115425,0.047008693,0.005077606,0.005463576,0.6131992,0.0072794827,0.082119696,0.03606656,0.063388385,0.023767035,0.05446475,0.033591934,"GreaterEuropean,British"
nm2487170,James Carolus,James,Carolus,\N,\N,"actor,producer,special_effects","tt6492158,tt14873410,tt3096810,tt1291686",0.010761678,0.027191471,0.0040932903,0.00693563,0.0027260978,0.50503665,0.005538465,0.078795195,0.08019169,0.02655154,0.025379451,0.21804623,0.008752604,"GreaterEuropean,British"
nm1550948,Ruth Negga,Ruth,Negga,1982,\N,"actress,producer,soundtrack","tt2364582,tt0411195,tt8893974,tt4669986",0.0063980804,0.0009960834,0.736013,0.045810767,0.0052202484,0.074327156,0.004808247,0.014334082,0.002649222,0.0076097213,0.033083193,0.06513156,0.0036187288,"Asian,IndianSubContinent"
nm0746737,Rodney Rowland,Rodney,Rowland,\N,\N,actor,tt1520211,0.00057456206,0.0010664153,0.00095424126,0.00037687796,0.0006346426,0.9201001,0.00056451233,0.057637207,0.0033639881,6.565431e-05,0.00918437,0.0047212136,0.00075616426,"GreaterEuropean,British"
nm1531585,Verónica Echegui,Verónica,Echegui,1983,\N,"actress,soundtrack,director","tt5664952,tt2538222,tt3498622,tt4932388",0.00045917145,0.015513377,0.00096416933,0.0028746345,0.0011071215,0.0011708521,0.0005298612,0.0024257794,0.003719573,0.000668934,0.9674318,0.0030474616,8.7173496e-05,"GreaterEuropean,WestEuropean,Hispanic"
nm0654295,Alfie Allen,Alfie,Allen,1986,\N,"actor,soundtrack","tt0467200,tt2911666,tt0944947,tt3829266",0.0022274288,0.001270157,0.0015709898,0.013292744,0.0022699968,0.823743,0.0040998706,0.10008809,0.032943726,0.0013601083,0.0072414754,0.0057792775,0.0041131624,"GreaterEuropean,British"
