nconst,primaryName,First Name,Last Name,birthYear,deathYear,primaryProfession,knownForTitles,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race
nm0000190,Matthew McConaughey,Matthew,McConaughey,1969,\N,"actor,producer,soundtrack","tt1915581,tt1935179,tt0816692,tt0790636",0.0024025068,0.0002485871,0.001406652,0.002264125,0.00024407978,0.93271226,0.0002656695,0.005730884,0.036462802,0.0005019161,0.0079427045,0.00908964,0.00072802923,"GreaterEuropean,British"
nm0000653,Brent Spiner,Brent,Spiner,1949,\N,"actor,soundtrack,director","tt1628841,tt0111280,tt0117731,tt0253754",0.0041821892,0.010889372,0.0031059112,0.0150317615,0.0087167425,0.19908938,0.017526118,0.27201247,0.1262787,0.049071684,0.009368575,0.0051131295,0.279614,"GreaterEuropean,WestEuropean,Nordic"
nm0344188,Robert Grubb,Robert,Grubb,1950,\N,actor,"tt0082432,tt0089530,tt0079596,tt0088519",0.001993588,0.000992047,0.004633781,0.00385996,0.0011503546,0.89911246,0.0041132737,0.044123255,0.022520801,0.006193421,0.0051678508,0.0032754696,0.00286366,"GreaterEuropean,British"
nm0170381,Tim Colceri,Tim,Colceri,1951,\N,"actor,director,casting_director","tt0093058,tt0116213,tt0115210,tt3798582",0.0021290404,0.00447614,0.005336909,0.05238017,0.029721858,0.10417547,0.01202657,0.024779024,0.044584777,0.02218299,0.15891035,0.534833,0.004463679,"GreaterEuropean,WestEuropean,Italian"
nm0214860,Raffaello Degruttola,Raffaello,Degruttola,\N,\N,"actor,director,producer","tt1734493,tt1979320,tt0830515,tt14078108",7.384038e-05,0.00014474546,7.650615e-05,0.0010480247,0.00014190076,0.011755542,0.00031313955,0.0025902549,0.004472779,0.00013665437,0.015720071,0.9632624,0.0002642216,"GreaterEuropean,WestEuropean,Italian"
nm3180472,Alan Bagh,Alan,Bagh,\N,\N,"actor,producer,writer","tt13668894,tt1266020,tt10196720,tt3686708",0.0019249156,0.0011006902,0.03024962,0.0035138912,0.019792048,0.8511995,0.0012028761,0.056062303,0.003601309,0.00013837586,0.024433821,0.006461466,0.00031913252,"GreaterEuropean,British"
nm0665265,Patcharawan Patarakijjanon,Patcharawan,Patarakijjanon,\N,\N,actress,tt0163978,0.0013548263,1.6391445e-05,0.97496253,0.003791764,0.0094442,0.006747831,0.0019183371,0.00089893246,2.956668e-05,1.5100491e-05,0.00063356827,9.9511766e-05,8.74305e-05,"Asian,IndianSubContinent"
nm3636365,Alfred Robles,Alfred,Robles,\N,\N,"actor,writer","tt8493638,tt21193916,tt1545510,tt8403536",0.0010850056,0.0012148393,0.009595892,0.002407453,0.0012521617,0.9041128,0.0011679346,0.014850875,0.043241136,0.0037435621,0.011811718,0.003760064,0.0017565254,"GreaterEuropean,British"
nm1501235,Noel Johansen,Noel,Johansen,\N,\N,actor,"tt5957766,tt6467294,tt4648586,tt1655441",0.0005474726,0.0019283997,0.0011959361,0.0010868891,0.00020887643,0.048158735,0.0009259109,0.010368578,0.0026142807,0.009285062,0.0060754055,0.0023236861,0.9152808,"GreaterEuropean,WestEuropean,Nordic"
nm1298134,Clark Bartram,Clark,Bartram,\N,\N,"actor,stunts,camera_department","tt1270291,tt0420324,tt0374526,tt3181178",0.0011284872,0.0040547815,0.0018414257,0.0034342818,0.0002154492,0.86202,0.00032338712,0.06328892,0.036501892,0.0005285329,0.011620662,0.014408046,0.0006341118,"GreaterEuropean,British"
nm3783715,Natalie Makenna,Natalie,Makenna,1982,\N,actress,"tt3161382,tt2207778,tt1353281,tt3102924",0.0066682915,0.12936047,0.032571245,0.093959376,0.20430686,0.18376788,0.034706663,0.08932803,0.08859342,0.0056570205,0.0855179,0.042785052,0.002777827,"GreaterAfrican,Muslim"
nm0000492,Jennifer Jason Leigh,Jennifer,Jason Leigh,1962,\N,"actress,producer,soundtrack","tt0105414,tt0108122,tt3460252,tt0109642",0.006187332,0.0031422614,0.002469257,0.0012346043,0.0027058772,0.92430085,0.0020447124,0.019126672,0.0066576633,0.0019040329,0.012476978,0.016057735,0.0016920953,"GreaterEuropean,British"
nm0122688,Heather Burns,Heather,Burns,1975,\N,"actress,writer,soundtrack","tt0212346,tt0313737,tt4034228,tt0128853",0.0022047884,0.001540177,0.0018306685,0.0020808985,0.0005183064,0.95174086,0.0014422406,0.01771001,0.007516532,0.0016298429,0.0061220243,0.0030672946,0.0025964724,"GreaterEuropean,British"
nm0165049,Warren Clarke,Warren,Clarke,1947,2014,"actor,producer,director","tt0147760,tt0066921,tt0083943,tt0088286",0.0046635284,0.0015379866,0.0014957971,0.00726235,0.00047442538,0.93430686,0.0006200125,0.02148631,0.0070110676,0.0009552869,0.008527035,0.006878961,0.0047803945,"GreaterEuropean,British"
nm1811454,Jillian Schmitz,Jillian,Schmitz,\N,\N,"actress,miscellaneous,writer","tt0844441,tt1863526,tt5788792,tt4370596",0.0041404623,0.0052454523,0.002923404,0.0020491458,0.003359493,0.23554114,0.031531073,0.30557585,0.15299237,0.20683682,0.014474585,0.019167578,0.016162584,"GreaterEuropean,Jewish"
nm0852132,Christine Taylor,Christine,Taylor,1971,\N,"actress,soundtrack,writer","tt0120888,tt0196229,tt0364725,tt0118073",0.011728518,0.00082169945,0.004716178,0.011832139,0.0033192916,0.8898007,0.00097269134,0.009446886,0.030502295,0.0018044929,0.021502355,0.0080759,0.005476688,"GreaterEuropean,British"
nm2233310,Matthew Mercer,Matthew,Mercer,1982,\N,"actor,director,producer","tt2842418,tt4741306,tt1666278,tt3370540",0.0024163635,0.0009688812,0.003492091,0.0018171703,0.0005686516,0.8956556,0.0006003855,0.03359494,0.04680492,0.0018468079,0.005425682,0.0054506897,0.0013578868,"GreaterEuropean,British"
nm0912001,Jack Warden,Jack,Warden,1920,2006,"actor,soundtrack","tt0050083,tt0078841,tt0114924,tt0078718",0.004655536,0.004110058,0.00083296915,0.0014539575,0.00016026245,0.92033803,0.0010167845,0.04796443,0.007118793,0.005342245,0.003360559,0.0032390582,0.0004072286,"GreaterEuropean,British"
nm2322853,Claire Holt,Claire,Holt,1988,\N,actress,"tt2932536,tt1758575,tt0491603,tt2632424",0.006462156,0.0046544475,0.005891974,0.011150042,0.002575819,0.8148697,0.0016094272,0.051155183,0.054218028,0.0015721867,0.014327045,0.02763217,0.0038816815,"GreaterEuropean,British"
nm1006881,Brian C. Donnelly,Brian,C. Donnelly,\N,\N,"actor,camera_department,producer","tt0321356,tt0272069,tt0301393,tt0278410",0.0032052253,0.0017188326,0.0023634941,0.0031853828,0.0004802181,0.9326377,0.0007995243,0.025518844,0.015792431,0.0011697902,0.005864803,0.006030578,0.0012331897,"GreaterEuropean,British"
nm0165101,Patricia Clarkson,Patricia,Clarkson,1959,\N,"actress,producer,soundtrack","tt1130884,tt0340377,tt0297884,tt0120689",0.02442006,0.009153956,0.0019497705,0.0051312516,0.003842038,0.7432751,0.012923164,0.023282425,0.04048994,0.010262695,0.058685604,0.04584907,0.02073491,"GreaterEuropean,British"
nm4131246,Nicole Pursell,Nicole,Pursell,\N,\N,"production_designer,actress,miscellaneous","tt6572694,tt3302654,tt4480568,tt7201818",0.008269206,0.0018607345,0.013519764,0.01951341,0.005412891,0.7003419,0.0056653623,0.024700165,0.123436265,0.008776496,0.01758924,0.055583548,0.015330938,"GreaterEuropean,British"
nm1512166,Jamie Chung,Jamie,Chung,1983,\N,"actress,producer","tt2245084,tt1734433,tt4396630,tt3749900",0.9847093,0.0017658358,0.00026635063,3.3766843e-05,5.4242123e-06,0.010353294,0.0001622423,0.00026789005,0.00027837197,3.226489e-05,0.00192681,8.430588e-05,0.00011426597,"Asian,GreaterEastAsian,EastAsian"
nm2304132,Jack Derges,Jack,Derges,1987,\N,"actor,assistant_director","tt2678354,tt2123265,tt4122068,tt6079772",0.0059922207,0.01341829,0.0011170183,0.0014985359,0.0003393379,0.8205613,0.0025538623,0.0966871,0.022229059,0.020438036,0.006984222,0.0069534676,0.0012275858,"GreaterEuropean,British"
nm2435012,Hanlon Smith-Dorsey,Hanlon,Smith-Dorsey,\N,\N,"actor,writer,camera_department","tt1692235,tt0473351,tt3092224,tt2251409",0.002157076,0.0059899753,0.0040066014,0.049293112,0.005705501,0.76754904,0.00059499306,0.037584223,0.0074397125,0.0006167359,0.02506737,0.070115045,0.023880634,"GreaterEuropean,British"
nm0006826,Stacey Travis,Stacey,Travis,\N,\N,actress,"tt1282140,tt0162346,tt0132347,tt0138524",0.0038175639,0.0016756346,0.0026425417,0.0049990965,0.004608534,0.83077914,0.002985628,0.07181183,0.04645892,0.0012665627,0.019237628,0.007967922,0.0017489962,"GreaterEuropean,British"
nm2436587,Mick Partridge,Mick,Partridge,1986,\N,"producer,director,actor","tt0785077,tt1699147,tt3118452,tt3240784",0.0061280373,0.003571936,0.0036088296,0.0034152728,0.00019442545,0.91733116,0.0004621611,0.032483373,0.0134205,0.0005739723,0.0079058455,0.010635966,0.0002686197,"GreaterEuropean,British"
nm5084656,Willis Earl Beal,Willis,Earl Beal,\N,\N,"soundtrack,actor,music_department","tt0487189,tt1620935,tt3092606,tt6045840",0.007547377,0.0025033471,0.001109247,0.0027390593,0.00022462146,0.9316177,0.0018638892,0.011936117,0.024625076,0.0017204423,0.010597857,0.0030590221,0.00045632577,"GreaterEuropean,British"
nm2632545,Jay Hayden,Jay,Hayden,1987,\N,actor,"tt4396862,tt6473344,tt7053188,tt2187319",0.0014438833,0.0021543629,0.0023349153,0.0028171816,0.00046190186,0.93253416,0.0023913134,0.027489996,0.0140082035,0.002840397,0.002101602,0.004211452,0.0052105812,"GreaterEuropean,British"
nm0032501,John Aprea,John,Aprea,1941,\N,"actor,producer","tt0062765,tt0102526,tt0071562,tt0368008",0.0022821813,0.005364789,0.0014026958,0.00465515,0.00024319725,0.20672195,0.0014957493,0.010841648,0.03045025,0.0035089974,0.008743549,0.72354,0.0007497807,"GreaterEuropean,WestEuropean,Italian"
nm0025891,Mig Macario,Mig,Macario,\N,\N,"actor,casting_department,miscellaneous","tt7043012,tt1843230,tt0452046,tt6111130",0.0018991252,0.034937635,0.003541949,0.007213062,0.007914474,0.07415963,0.005166834,0.019164398,0.06961854,0.011583484,0.03672749,0.7251148,0.0029586132,"GreaterEuropean,WestEuropean,Italian"
nm0000093,Brad Pitt,Brad,Pitt,1963,\N,"producer,actor,soundtrack","tt0356910,tt0114746,tt0421715,tt1210166",0.004213034,0.0028847703,0.04005741,0.010050988,0.013660904,0.75749403,0.020410879,0.08944823,0.030387027,0.006660203,0.012266992,0.009143167,0.0033224325,"GreaterEuropean,British"
nm0680983,Elliot Page,Elliot,Page,1987,\N,"actor,producer,soundtrack","tt1375666,tt0424136,tt1877832,tt0467406",0.00197296,0.001200507,0.0036079707,0.0043191863,0.0019828063,0.83802235,0.0044501214,0.06551622,0.013342396,0.006375222,0.018746156,0.0047484916,0.035715684,"GreaterEuropean,British"
nm5752521,Jacob Buster,Jacob,Buster,\N,\N,"actor,soundtrack","tt4209256,tt1632701,tt14367168,tt16531614",0.0052422225,0.0076340074,0.009618311,0.010169629,0.0054432573,0.3441081,0.05892524,0.23156124,0.07329471,0.16992503,0.013138097,0.028896118,0.042044062,"GreaterEuropean,British"
nm1167195,Spencer Redford,Spencer,Redford,1983,\N,actress,"tt0393596,tt0469184,tt0069658,tt0810951",0.0023845427,0.0011480399,0.0019676972,0.0057115564,0.0014353497,0.93560153,0.000520512,0.01790169,0.0074978573,0.00066789315,0.008887133,0.013299018,0.002977275,"GreaterEuropean,British"
nm0215229,Tim DeKay,Tim,DeKay,1963,\N,"actor,producer,director","tt1358522,tt0425061,tt0244244,tt0438315",0.001759293,0.002269519,0.09510972,0.039731115,0.25387302,0.3853343,0.009474753,0.06700477,0.103924304,0.0019701289,0.035898253,0.0032409958,0.00040976377,"GreaterEuropean,British"
nm0001835,Carl Weathers,Carl,Weathers,1948,\N,"actor,director,soundtrack","tt0075148,tt0089927,tt0116483,tt0093773",0.006844749,0.003182324,0.005045072,0.006499176,0.00038457074,0.7626024,0.02123768,0.018725341,0.025461059,0.051471118,0.035648447,0.0058137826,0.057084285,"GreaterEuropean,British"
nm1423270,Erin Cummings,Erin,Cummings,\N,\N,"actress,producer","tt9620288,tt3530726,tt4035574,tt6474378",0.0025986505,0.0007416083,0.005101264,0.004589544,0.0019197654,0.92372185,0.0011097073,0.0058925296,0.03352474,0.006018826,0.0052040336,0.0040776073,0.0054999003,"GreaterEuropean,British"
nm0782561,Emmanuelle Seigner,Emmanuelle,Seigner,1966,\N,"actress,writer,soundtrack","tt0142688,tt0104779,tt2406252,tt0095174",0.00038044676,0.00035444566,0.0005598342,0.038642045,0.0074422536,0.014665389,0.017021287,0.03319435,0.8209195,0.047101017,0.0038356981,0.010615056,0.0052685807,"GreaterEuropean,WestEuropean,French"
nm0671567,Michael Peña,Michael,Peña,1976,\N,"actor,producer,soundtrack","tt0478970,tt1800241,tt1855199,tt0375679",0.0006803222,0.0027339074,0.0013867922,0.0023665999,0.0037707721,0.027113698,0.0008318182,0.06487057,0.15477939,7.20683e-05,0.7202681,0.021077128,4.8851543e-05,"GreaterEuropean,WestEuropean,Hispanic"
nm1476591,Paul Iacono,Paul,Iacono,1988,\N,"actor,soundtrack","tt1451387,tt6012446,tt2996684,tt2429074",0.0040480294,0.0045494055,0.0015553886,0.010947147,0.0020079056,0.10196261,0.001233523,0.014874197,0.06074422,0.0017853676,0.01701757,0.77910626,0.00016848494,"GreaterEuropean,WestEuropean,Italian"
nm1551598,Justin Roiland,Justin,Roiland,1980,\N,"actor,producer,writer","tt2382332,tt2875088,tt2861424,tt2875496",0.00043578557,0.00026585994,0.0017911223,0.0051810006,0.0010424076,0.055083577,0.0021283608,0.006185787,0.88536316,0.007506473,0.0063359914,0.02124832,0.0074321674,"GreaterEuropean,WestEuropean,French"
nm0761587,Jay O. Sanders,Jay,O. Sanders,1953,\N,"actor,miscellaneous","tt0959337,tt0319262,tt0119468,tt1226273",0.001736213,0.00320662,0.30985636,0.004648053,0.0026217534,0.39296725,0.03335325,0.11232737,0.0508717,0.032937028,0.020671919,0.0036506031,0.031152004,"GreaterEuropean,British"
nm2058848,Sajen Corona,Sajen,Corona,1974,\N,actor,"tt0480035,tt1309575,tt4878400,tt0368227",0.0011775155,0.00017975655,0.24021626,0.17003223,0.13582118,0.03391037,0.0039564683,0.12009103,0.05067976,0.0020543511,0.061040003,0.17178057,0.009060545,"Asian,IndianSubContinent"
nm0000156,Jeff Goldblum,Jeff,Goldblum,1952,\N,"actor,soundtrack,producer","tt0091064,tt0107290,tt0116629,tt2278388",3.0582905e-05,0.00022945035,0.00022272073,0.000111277506,6.676297e-05,0.11358642,0.002370538,0.8764378,0.0013342951,0.0026292067,0.00076583115,0.0005618664,0.00165329,"GreaterEuropean,Jewish"
nm0668139,Sara Paxton,Sara,Paxton,\N,\N,"actress,soundtrack,writer","tt0429591,tt0844708,tt1594562",0.0043012486,0.0013312047,0.079351224,0.008288795,0.038634367,0.6173253,0.0045739575,0.14757377,0.017073995,0.001141938,0.04898957,0.030593935,0.0008207378,"GreaterEuropean,British"
nm0502671,Joshua Leonard,Joshua,Leonard,1975,\N,"actor,writer,director","tt1355630,tt1334537,tt3061830,tt0185937",0.0053438805,0.0007327298,0.043243956,0.008954131,0.012879925,0.028618766,0.0027342043,0.7853,0.07756123,0.004550801,0.0056824074,0.024333335,6.455932e-05,"GreaterEuropean,Jewish"
nm0056041,Kacey Clarke,Kacey,Clarke,1988,\N,"actress,writer,producer","tt0483776,tt2537176,tt2268018,tt1220634",0.007549608,0.0037091624,0.0043584034,0.009882822,0.004988635,0.8748867,0.0015199821,0.036570966,0.023786211,0.00061533245,0.017562013,0.010358569,0.0042115096,"GreaterEuropean,British"
nm3674316,Dave Potter,Dave,Potter,\N,\N,actor,tt1539313,0.0036268272,0.006357209,0.00087161845,0.0010889653,0.0013141977,0.883939,0.0020681107,0.06277617,0.016388219,0.008115504,0.0060912035,0.005283693,0.0020793634,"GreaterEuropean,British"
nm4806165,Bretton Manley,Bretton,Manley,\N,\N,actor,"tt5669272,tt1936532,tt1637725,tt8069466",0.010954893,0.0022364878,0.011169835,0.009639818,0.0015588918,0.84617746,0.0015312192,0.053287998,0.014951117,0.00044681426,0.031034727,0.015598406,0.00141239,"GreaterEuropean,British"
nm0443577,Lainie Kazan,Lainie,Kazan,1942,\N,"actress,soundtrack,producer","tt3760922,tt0960144,tt0299930,tt0259446",0.0030581818,0.0013108558,0.047408395,0.032878052,0.27392498,0.049815882,0.04344041,0.37697965,0.13370678,0.0027775695,0.020632131,0.013375261,0.00069189497,"GreaterEuropean,Jewish"
nm2258164,Nazanin Boniadi,Nazanin,Boniadi,1980,\N,"actress,soundtrack,writer","tt1796960,tt5461944,tt0460649,tt4643084",0.0024426824,0.0023047633,0.09701897,0.1050709,0.121472694,0.091882214,0.22173299,0.036232807,0.08273827,0.019440647,0.026512451,0.14409325,0.049057342,"GreaterEuropean,EastEuropean"
nm0001533,Meat Loaf,Meat,Loaf,1947,2022,"music_artist,actor,soundtrack","tt0120185,tt0073629,tt0227984,tt0137523",0.006033698,0.0050669857,0.0016936334,0.012220345,0.008568622,0.43662992,0.04142076,0.30467957,0.087130055,0.02087819,0.013044803,0.049056683,0.0135767115,"GreaterEuropean,British"
nm1922588,Yûya Ishikawa,Yûya,Ishikawa,1973,\N,actor,"tt1381512,tt1050160,tt13686374,tt1590796",0.0011767027,0.99565816,4.7969326e-05,0.0005246014,0.00036069495,0.00056593557,0.0004307199,0.00050015276,0.00033089303,4.5143923e-05,0.0002706185,6.5828004e-05,2.2712413e-05,"Asian,GreaterEastAsian,Japanese"
nm0694066,Clifton Powell,Clifton,Powell,1956,\N,"actor,producer,director","tt0195945,tt0120812,tt0350258,tt0118956",0.0030732385,0.003473167,0.0021019906,0.0046345457,0.0006817498,0.9068178,0.0013861343,0.029101102,0.0065131886,0.00028000146,0.03429582,0.0071315616,0.0005097356,"GreaterEuropean,British"
nm1271176,Natalie Avital,Natalie,Avital,\N,\N,"miscellaneous,actress,casting_director","tt1888613,tt2343655,tt3341832,tt2357616",0.0034365281,0.0024097746,0.0047844816,0.0074168365,0.035336476,0.1675115,0.08832895,0.22569782,0.13921241,0.00785584,0.09744688,0.2189294,0.0016331527,"GreaterEuropean,Jewish"
nm0005194,Danny Masterson,Danny,Masterson,1976,\N,"actor,producer,soundtrack","tt0119094,tt0165598,tt0219653,tt0106375",0.003357752,0.0013550316,0.002015048,0.0029509382,0.0010086267,0.8488298,0.0034161564,0.04199981,0.039059184,0.0071043284,0.005704078,0.021467485,0.021731684,"GreaterEuropean,British"
nm0005462,Leslie Stefanson,Leslie,Stefanson,1971,\N,actress,"tt0144214,tt0119822,tt0217869,tt0269347",0.009173736,0.0018647166,0.0028400526,0.0028262595,0.00056974986,0.8854972,0.0036355758,0.06136218,0.014405484,0.0021365795,0.005655568,0.0074315094,0.0026014012,"GreaterEuropean,British"
nm0727120,Michael Riley,Michael,Riley,1962,\N,"actor,producer,soundtrack","tt1149608,tt0113117,tt0377713,tt0161185",0.004352855,0.0010215299,0.0012737064,0.0021845396,0.0010359922,0.90076613,0.00433762,0.04276897,0.008548888,0.0068930457,0.012391199,0.008479225,0.005946267,"GreaterEuropean,British"
nm0024425,Tangie Ambrose,Tangie,Ambrose,1967,\N,"actress,cinematographer","tt0165494,tt0117891,tt0935095,tt10437218",0.004373548,0.0009066667,0.019396737,0.09913264,0.0059589744,0.7523778,0.00048214875,0.04312157,0.012307814,0.00032398582,0.032195836,0.029122533,0.0002996466,"GreaterEuropean,British"
nm2063324,Kevin Allesee,Kevin,Allesee,\N,\N,"actor,director,writer","tt9077370,tt1536026,tt1212055,tt2119429",0.009431865,0.0019620769,0.01945916,0.042232044,0.010961527,0.7548861,0.0015939696,0.030890165,0.01991095,0.0030456234,0.025930954,0.030615449,0.049080204,"GreaterEuropean,British"
nm0001282,Tony Goldwyn,Tony,Goldwyn,1960,\N,"actor,director,writer","tt0844708,tt0472399,tt0325710,tt0099653",0.0013091249,0.0010760103,0.0010429064,0.0003309268,0.0009810377,0.9146406,0.0005000821,0.034051325,0.019418955,0.0016186383,0.005441056,0.0143221365,0.0052672494,"GreaterEuropean,British"
nm1712005,Ellen Hollman,Ellen,Hollman,1983,\N,"actress,producer,writer","tt10838180,tt3865236,tt1442449,tt2222042",0.001616839,0.002887797,0.0027163317,0.0035691753,0.014529461,0.39789984,0.009503021,0.44382563,0.027906364,0.039517194,0.0060584014,0.0105173215,0.03945249,"GreaterEuropean,Jewish"
nm1292661,Luke Hemsworth,Luke,Hemsworth,1980,\N,"actor,producer,miscellaneous","tt0475784,tt3501632,tt10648342,tt1981115",0.00088845415,0.00010642169,0.0011098023,0.0008196892,3.7542923e-05,0.9896179,4.2698477e-05,0.0009389348,0.0030301488,0.000665587,0.00046192505,0.00019668216,0.0020842596,"GreaterEuropean,British"
nm0797421,Beanie Sigel,Beanie,Sigel,1974,\N,"soundtrack,actor,composer","tt8009428,tt0301893,tt0181984,tt0403537",0.008849843,0.0029087255,0.0017708912,0.010890425,0.0019703356,0.65499777,0.014594706,0.12212022,0.11528315,0.009201327,0.010979195,0.0412258,0.005207697,"GreaterEuropean,British"
nm0438127,John Kapelos,John,Kapelos,1956,\N,"actor,writer,producer","tt5580390,tt0088847,tt1312171,tt11794642",0.0206344,0.016652089,0.007253322,0.03771812,0.009728573,0.31301582,0.022241784,0.3914531,0.037356775,0.023877745,0.029543046,0.07764958,0.012875655,"GreaterEuropean,Jewish"
nm7512968,Mehmet Cerrahoglu,Mehmet,Cerrahoglu,\N,\N,actor,"tt24248430,tt4320258,tt4935418,tt6069416",0.004834478,0.00030070674,0.03985398,0.08487452,0.6330775,0.05201627,0.0015755817,0.008977141,0.071446225,0.0004944913,0.04085091,0.05765793,0.0040402706,"GreaterAfrican,Muslim"
nm3676950,Abigail Klein,Abigail,Klein,1988,\N,actress,"tt0058796,tt4125654,tt2109248,tt1232200",0.0013432177,0.00075837935,0.0013270346,0.0026772176,0.01701076,0.06726328,0.33440876,0.4787833,0.033274338,0.040363368,0.0066201356,0.0060349726,0.010135277,"GreaterEuropean,Jewish"
nm1488410,Ashley Springer,Ashley,Springer,\N,\N,"actor,producer,casting_department","tt1241316,tt0322589,tt0780622,tt0993846",0.0024395331,0.0038066627,0.002998214,0.0025511177,0.0041251597,0.33177823,0.021911817,0.5799875,0.019046267,0.01030157,0.0043229633,0.008140933,0.008590027,"GreaterEuropean,Jewish"
nm0001065,Harry Connick Jr.,Harry,Connick Jr.,1967,\N,"actor,soundtrack,music_department","tt0119313,tt0112722,tt0116629,tt0129167",0.003553412,0.001587078,0.0022270896,0.0016249786,0.001357782,0.78788614,0.0027180526,0.10272733,0.07337723,0.003104805,0.006121819,0.01248742,0.001226799,"GreaterEuropean,British"
nm0813812,Ian Somerhalder,Ian,Somerhalder,1978,\N,"actor,producer,director","tt0292644,tt0411008,tt0454919,tt1405406",0.0006372685,0.0052658804,0.0026070196,0.0035298367,0.0023057642,0.48902678,0.002499551,0.4243906,0.011816708,0.03274769,0.0061244494,0.0027816063,0.016266778,"GreaterEuropean,British"
nm1544120,Anthony John Crane,Anthony,John Crane,\N,\N,actor,"tt0368479,tt0488535",0.0038887013,0.0035789325,0.004758864,0.0069288197,0.0006405318,0.8972774,0.0006843448,0.02697028,0.02518581,0.006931959,0.011671819,0.006816495,0.004666116,"GreaterEuropean,British"
nm0162333,Mario Cimarro,Mario,Cimarro,\N,\N,"actor,producer","tt0117509,tt0387763,tt0459683,tt5527072",0.007405537,0.008511062,0.00447852,0.020672504,0.0085568335,0.020732643,0.00048563827,0.04534037,0.028800838,0.0020217453,0.5829908,0.26967558,0.0003279428,"GreaterEuropean,WestEuropean,Hispanic"
nm0000662,Kiefer Sutherland,Kiefer,Sutherland,1966,\N,"actor,producer,miscellaneous","tt0285331,tt0790686,tt1527186,tt0183649",0.0088204965,0.0039465986,0.010109277,0.01617222,0.004809838,0.60302854,0.01505693,0.033686355,0.010970336,0.10682088,0.0063565373,0.005777436,0.17444465,"GreaterEuropean,British"
nm0002114,Kim Greist,Kim,Greist,1958,\N,"actress,art_department","tt0088846,tt0091474,tt0094142,tt0107131",0.040939197,0.019510059,0.0034839115,0.011828327,0.0036976885,0.13691272,0.07101386,0.07644987,0.07225845,0.058481287,0.009310379,0.007995218,0.4881191,"GreaterEuropean,WestEuropean,Nordic"
nm0832509,Dennis Storhøi,Dennis,Storhøi,1960,\N,"actor,producer","tt11116912,tt10069398,tt0120657,tt15700830",1.7611517e-05,0.000104504084,7.5875323e-06,1.5408914e-05,3.4838366e-05,0.0005756664,9.622851e-05,8.3521656e-05,7.693341e-05,0.0014641847,0.00034330497,0.005258277,0.9919219,"GreaterEuropean,WestEuropean,Nordic"
nm0425610,Laura Johnson,Laura,Johnson,1957,\N,actress,"tt0081858,tt0369436,tt0421239,tt0079672",0.0020414374,0.0014991772,0.004730478,0.004050157,0.0011014105,0.91353387,0.001952103,0.016324429,0.023749163,0.005501349,0.009284226,0.007270072,0.008962042,"GreaterEuropean,British"
nm0747420,Andre Royo,Andre,Royo,1968,\N,"actor,producer,writer","tt1748227,tt1714206,tt1999995,tt1512235",0.0021400824,0.011736054,0.073356465,0.04373344,0.006798668,0.12684768,0.00756151,0.023157459,0.037335575,0.005800581,0.6070189,0.046217263,0.008296414,"GreaterEuropean,WestEuropean,Hispanic"
nm1651402,Haley Joel,Haley,Joel,1979,\N,actress,"tt0385622,tt0375145,tt0319930,tt0402743",0.0065444023,0.005701742,0.019702373,0.04760849,0.02288787,0.42267242,0.020421814,0.32023823,0.04715862,0.021423053,0.024767924,0.017988361,0.02288464,"GreaterEuropean,British"
nm1102140,Josh Radnor,Josh,Radnor,1974,\N,"actor,soundtrack,director","tt1872818,tt0277371,tt1481572,tt0460649",0.00091622095,0.0008789688,0.47236142,0.0035982272,0.029668467,0.13522814,0.018835602,0.31406662,0.00956743,0.0016781326,0.0092865685,0.0033713942,0.0005428657,"Asian,IndianSubContinent"
nm0001028,Maxwell Caulfield,Maxwell,Caulfield,1959,\N,"actor,soundtrack,producer","tt0119987,tt0084021,tt0088496,tt0112950",0.0046864585,0.005995827,0.0018582914,0.003579157,0.0015895051,0.7679791,0.0033265878,0.15723573,0.02979631,0.0038799138,0.007547075,0.0081685865,0.0043574898,"GreaterEuropean,British"
nm1408967,Julie Mond,Julie,Mond,\N,\N,"actress,producer,miscellaneous","tt1684907,tt0412142,tt1042497,tt0822847",0.006120659,0.0024431485,0.008334462,0.007426519,0.001586632,0.58041185,0.006933056,0.22024007,0.12310035,0.0068425173,0.014919691,0.014160648,0.007480438,"GreaterEuropean,British"
nm4197678,James Gaisford,James,Gaisford,1994,\N,actor,"tt5456798,tt3343350,tt3413318,tt2072226",0.004855203,0.0016382233,0.0035916397,0.007895182,0.00056565757,0.9257596,0.00474245,0.013903262,0.029530628,0.0002421756,0.003589433,0.0018958624,0.0017907124,"GreaterEuropean,British"
nm0818285,John Speredakos,John,Speredakos,1962,\N,actor,"tt4567486,tt0160797,tt0454848,tt0275067",0.011312861,0.013003879,0.0063776737,0.0044073025,0.0005881205,0.54421026,0.050751776,0.17983676,0.0392867,0.055932015,0.007891743,0.02352929,0.062871605,"GreaterEuropean,British"
