budget,genres,id,imdb_id,title,production_companies,production_countries,release_date,revenue,runtime,spoken_languages
0,"Horror, Thriller",101176,tt1612782,The Butterfly Room,"{Rai Cinema}, {Achab Film}, {Wiseacre Films}, {Emergency Exit Pictures}","IT, US",2012-08-04,1081,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
200000,"Drama, Horror",172729,tt2356500,An American Terror,"{'name': ""Uncork'd Entertainment"", 'id': 69987}",US,2013-05-10,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Comedy, Romance",98349,tt0787500,Love Comes Lately,"{Dor Film Produktionsgesellschaft GmbH}, {Zero Fiction Film}","US, DE, AT",2007-09-09,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Drama",305969,tt2014225,Forever's End,{Star Com Productions},US,2013-06-07,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Horror, Drama",221161,tt2010976,Devoured,{Secret Weapon Films},US,2012-05-05,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,101956,tt0884038,El camino,"{An Indigo Dog Rescue}, {WinSome Productions}",US,2008-02-29,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
175000000,"Family, Adventure, Drama, Fantasy",278927,tt3040964,The Jungle Book,"{Walt Disney Pictures}, {Walt Disney Studios Motion Pictures}, {Fairview Entertainment}, {Moving Picture Company (MPC)}","GB, US",2016-04-07,966550600,106,"[{'iso_639_1': 'en', 'name': 'English'}]"
26000000,"Romance, Comedy",316002,tt1137470,Accidental Love,{K. JAM Media},US,2015-02-10,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Comedy, Science Fiction, Horror",41419,tt0487037,Mammoth,{Sci-Fi Channel},US,2006-04-22,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,126306,tt1729615,Sugar,"{Village Roadshow Entertainment}, {Big Sugar Films}, {Narrator Entertainment}",US,2013-04-06,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,53121,tt1201135,Barking Water,{Indion Entertainment Group},US,2009-01-17,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,172469,tt2388759,Love & Air Sex,{Preferred Content},US,2013-10-08,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Romance, Comedy, Music",297621,tt1995477,There's Always Woodstock,{Sunrise Films},US,2014-11-14,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,167153,tt1592265,Maladies,"{RabbitBandini Productions}, {Tribeca Film}, {Most Films}, {Most/Rice Films}, {Stardust Pictures}, {Dot Dot Dot Productions}",US,2013-02-09,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Horror, Thriller",23691,tt0795403,The Initiation of Sarah,"{MGM Television}, {ABC Family}",US,2006-01-01,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
112000,Drama,80327,tt1825806,I Am I,{Present Pictures},US,2013-04-27,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"TV Movie, Family, Comedy, Fantasy",39242,tt0246834,The Other Me,,US,2000-09-08,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
75000000,"Comedy, Action, Adventure",203801,tt1638355,The Man from U.N.C.L.E.,"{Davis Entertainment}, {Warner Bros.}, {Wigram Productions}, {RatPac-Dune Entertainment}",US,2015-08-13,108145109,116,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
0,"Drama, Horror",293625,tt0460943,The Ritual,"{B.P.A. Productions}, {Fleet Street Films}",US,2009-08-15,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",172785,tt2040367,Expecting,"{FilmColony}, {Unique New York Productions}",US,2013-12-06,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",44952,tt1242544,Last Day of Summer,,US,2009-10-24,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Action",112878,tt0223856,The Opponent,{Lions Gate},US,2001-08-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",137683,tt2011300,The Kitchen,{Unbound Feet Productions},US,2012-08-13,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]"
1000000,,163583,tt0416041,River's End,,US,2005-01-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Drama",133738,tt1652361,186 Dollars to Freedom,,"US, PE",2012-09-21,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,14983,tt1001333,Carver,"{Finney/Thompson Entertainment}, {Two For Flinching Pictures}",US,2008-03-04,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
3250000,"Thriller, Horror, Mystery",286372,tt1791681,Treehouse,"{Tiberius Film}, {Aunt Max Entertainment}","GB, US",2014-10-20,3250000,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Crime, Drama",337879,tt2140423,Sorrow,{Films Vérité Productions},US,2015-04-21,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Horror",255798,tt3339674,Burying the Ex,"{Voltage Pictures}, {ArtImage Entertainment}, {Scooty Woop Entertainment}",US,2014-09-04,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"TV Movie, Comedy",287689,tt3895884,7 Days in Hell,{HBO Films},US,2015-07-11,0,43,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Western, Drama, Thriller",333594,tt3094252,Echoes Of War,"{American Film Productions}, {Provenance Pictures}, {Country Club}",US,2015-05-15,0,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
35000000,"Adventure, Drama, Thriller",285783,tt3488710,The Walk,"{TriStar Pictures}, {Sony Pictures Entertainment}, {ImageMovers}",US,2015-09-30,61181942,123,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
50000000,"Action, Drama, History, Thriller, War",300671,tt4172430,13 Hours: The Secret Soldiers of Benghazi,"{Paramount Pictures}, {3 Arts Entertainment}, {Bay Films}, {Latina Pictures}, {Dune Films}","MT, MA, US",2016-01-13,69411370,144,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Action, Science Fiction",324670,tt2106651,Spectral,"{Mid Atlantic Films}, {NetFlix}, {Legendary Entertainment}",US,2016-12-09,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,,156084,tt0961209,The Town That Was,,US,2007-09-07,0,71,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,343934,tt3137764,Staten Island Summer,{Paramount Pictures},US,2015-06-30,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",308077,tt3121332,Nasty Baby,"{Versatile Film}, {Fabula}","CL, US",2015-02-08,0,101,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Adventure",348499,tt4437046,Bad Night,{GRB Entertainment},US,2015-07-21,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Action, Drama",165550,tt0134912,Provocateur,{Via Appia Communications},"US, CA",1998-05-19,0,103,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
0,"Horror, Thriller",18441,tt1160317,Death of a Ghost Hunter,{Ominous Productions},US,2007-10-28,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Science Fiction, Thriller",292988,tt2443022,Dark Mountain,{Superstitious Films},US,2013-10-27,0,82,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Comedy",273511,tt1974393,Ghost of Goodnight Lane,"{Media World Television}, {Media World Studios}, {FTG Media}",US,2014-06-10,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
3300000,Comedy,301748,tt2796678,The Opposite Sex,"{Magna Global Entertainment}, {Verdi Productions}",US,2014-11-08,45000,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Thriller, Crime",89847,tt0972855,Modus Operandi,,US,2010-09-10,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Mystery",273084,tt1794801,Bipolar,,US,2014-05-30,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Thriller,191094,tt1863203,The Employer,,US,2013-06-07,0,85,[]
0,Horror,290235,tt3027188,Find Me,{Petri Entertainment},US,2014-09-01,0,87,[]
0,Crime,129530,tt1744760,Brutal,,US,2012-08-21,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Thriller",28741,tt0871865,I Can See You,{Glass Eye Pix},US,2008-01-06,0,97,[]
0,"Action, Horror",336560,tt4497416,Lake Placid vs. Anaconda,"{Syfy}, {Curmudgeon Films}, {UFO Films}",US,2015-04-25,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
100000,"Horror, Thriller",299245,tt2309260,The Gallows,"{New Line Cinema}, {Blumhouse Productions}, {Management 360}, {Tremendum Pictures}",US,2015-07-10,42664410,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
300,"Thriller, Crime, Science Fiction",78339,tt1980185,Memory Lane,,US,2011-10-22,0,70,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Mystery, Thriller",51986,tt0238137,Tangled,"{Myriad Pictures}, {Tapestry Films}, {'name': ""Ben's Sister Productions"", 'id': 22018}, {Unapix Entertainment Productions}","CA, US",2001-11-02,0,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
0,Comedy,280512,tt2836328,Christian Finnegan: The Fun Part,{New Wave Entertainment},US,2014-04-15,0,61,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,295368,tt2982306,Elon Gold: Chosen and Taken,{New Wave Entertainment Television},US,2014-04-15,0,60,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Romance, Drama, Fantasy",266353,tt3347518,In My Dreams,{Hallmark Hall of Fame Productions},US,2014-04-20,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Mystery, Drama",277687,tt3569374,The Midnight Swim,{Friend of a Friend Films},US,2015-06-26,0,84,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]"
0,"TV Movie, Drama, Crime",19560,tt0968311,Taken in Broad Daylight,,US,2009-02-15,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Science Fiction, Thriller",40039,tt0203940,Spiders,,US,2000-01-01,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,18618,tt0483631,Gettin' It,"{Gettin It The Movie LLC}, {Second Slate Films}",US,2006-01-01,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Horror",293901,tt2544472,Haunting of Cellblock 11,"{Aunt Max Entertainment}, {Picture Palace Films}",US,2014-07-01,0,85,[]
0,"Thriller, Science Fiction, Horror",286657,tt2219210,Crawl or Die,,US,2014-08-13,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,127594,tt1540005,CLONED: The Recreator Chronicles,{Tax Credit Finance},US,2012-02-16,0,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
900000,Horror,166161,tt1801063,Jacob,{Odyssee Pictures},US,2011-09-30,0,90,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
0,"Family, Action, Adventure, Drama",172390,tt1977087,Tom Sawyer & Huckleberry Finn,"{cine-partners}, {Studio Hamburg}","US, DE",2014-10-23,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,335970,tt4126340,Joe Dirt 2: Beautiful Loser,{Happy Madison Productions},US,2015-07-16,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Action, Crime, Drama",290672,tt0167117,Detour,"{Shoreline Entertainment}, {North by Northwest Entertainment}, {Rough Diamond Productions}",US,1998-10-05,0,0,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,250622,tt1047102,National Lampoon Presents: Endless Bummer,"{National Lampoon Productions}, {National Lampoon}, {Lighthouse Entertainment}, {Vans Warped Tour}",US,2009-10-20,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Horror",35951,tt0224626,Dark Asylum,,US,2001-11-08,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Drama",323383,tt4296254,Wuthering High,{The Asylum},US,2015-03-07,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Romance",53315,tt1172063,The Kreutzer Sonata,,US,2008-06-20,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,45511,tt0217086,Devil In The Flesh 2,"{Alliance Atlantis Communications}, {Unapix Entertainment Productions}","CA, US",2000-09-08,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Horror, Thriller",31991,tt1336621,Drifter: Henry Lee Lucas,,US,2009-09-01,0,90,[]
0,Comedy,21214,tt0882755,"One, Two, Many",,US,2008-04-10,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,83473,tt2072029,7 Nights Of Darkness,,US,2011-11-08,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Thriller, Science Fiction",20012,tt0289605,The Void,,US,2001-01-01,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
5000000,"Drama, Horror",132137,tt1987028,Werewolf: The Beast Among Us,"{CC Capital Arts Entertainment SRL}, {Universal 1440 Entertainment}",US,2012-10-09,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Mystery, Thriller",51938,tt0386534,Inside Out,{Shoreline Entertainment},US,2006-04-22,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,"Drama, Mystery, Thriller",182560,tt2402101,Dark Places,"{Denver and Delilah Productions}, {Mandalay Vision}, {Exclusive Media Group}, {Hugo Productions}, {Cuatro Plus Films}, {Da Vinci Media Ventures}, {A24}, {Daryl Prince Productions}","FR, GB, US",2015-03-31,208588,113,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Thriller",48751,tt0929742,Deep Gold,{Bigfoot Entertainment},"PH, US",2011-04-22,0,0,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,3602,tt0469111,I'll Always Know What You Did Last Summer,{Screen Gems},US,2006-06-24,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Romance, Comedy, Drama",44508,tt0131596,Spin the Bottle,{cineBLAST! Productions},US,2000-05-04,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,259963,tt2624412,Boulevard,"{Camellia Entertainment}, {Evil Media Empire}",US,2014-04-20,126150,88,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
0,"Romance, TV Movie",163814,tt2193456,Nearlyweds,"{Pitchblack Pictures Inc.}, {Wonderfly Films}",US,2013-05-02,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
1000000,Fantasy,191476,tt2073510,42 One Dream Rush,"{Quintessence Films}, {Wanted Worldwide}, {Illiz}",US,2010-09-15,0,45,"[{'iso_639_1': 'en', 'name': 'English'}]"
9500000,Drama,93511,tt0452703,Walkout,"{HBO Films}, {Olmos Productions}, {Esparza / Katz Productions}, {Maya Pictures}",US,2006-03-18,0,110,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Science Fiction",287484,tt2546764,Sons of Liberty,"{Frame 29 Films}, {MudBrick Media}",US,2013-07-06,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
250000,Romance,117618,tt1859603,The Guest House,{Wolfe Releasing},US,2012-06-18,0,0,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Comedy",66925,tt1710900,Stripperland,,US,2011-02-22,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller",146315,tt1312222,Last Will,,US,2011-03-22,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
2000000,Thriller,118397,tt1748051,Identical,,US,2011-12-01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,40460,tt0236126,A Crack in the Floor,,US,2003-07-24,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,233564,tt1978428,Dumbbells,{Full Blitz Entertainment},US,2014-01-10,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
400000,"Thriller, Drama",273743,tt2375443,The Last Light,{Fox Hill Productions},US,2014-06-01,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, TV Movie",123224,tt2153394,Felipe Esparza: They're Not Gonna Laugh At You,,US,2012-01-01,0,0,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Science Fiction, Action",333545,tt4530832,Road Wars,{The Asylum},US,2015-05-05,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Thriller, Action",322922,tt3367686,Awaken,"{Archstone Pictures}, {7Heaven Productions}",US,2015-07-07,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Science Fiction, Action",321662,tt3312936,LA Apocalypse,"{Cinetel Films}, {Doomed Pictures}",US,2014-06-20,0,80,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
0,Thriller,328820,tt3384870,Unknown Caller,{KSM Film},US,2015-06-10,0,109,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
0,"Romance, Comedy",308418,tt2274604,Eat with Me,,US,2014-12-05,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Family",312167,tt3654972,Merry Ex-Mas,"{Odyssey Media}, {The Cartel}","CA, US",2014-12-05,0,90,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
0,"Horror, Thriller",45431,tt0143213,Devil in the Flesh,"{Le Monde Entertainment}, {Unapix Entertainment Productions}, {Prostar Entertainment}",US,1998-01-04,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Horror",275210,tt0758796,The Violent Kind,"{Rhythm Films}, {Rogue Arts}, {Precursor Entertainment}",US,2008-01-01,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Comedy",273651,tt2330458,America's Most Haunted,"{Three Baskets}, {Fulvew Productions}",US,2013-05-08,0,85,[]
30000,"Horror, Western",71548,tt1565441,The Dead and the Damned,,US,2011-07-26,0,82,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",340230,tt3137546,Legacy,{Gee Films International},US,2015-06-19,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
135000000,"Western, Drama, Adventure, Thriller",281957,tt1663202,The Revenant,"{Regency Enterprises}, {Appian Way}, {CatchPlay}, {Anonymous Content}, {New Regency Pictures}, {Hong Kong Alpha Motion Pictures Co.}, {RatPac Entertainment}, {M Productions}, {Monarchy Enterprises S.a.r.l.}","CA, HK, TW, US",2015-12-25,532950503,156,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
11000000,"Mystery, Drama",282984,tt3715320,Irrational Man,"{Sony Pictures}, {Gravier Productions}, {Perdido Productions}",US,2015-07-17,27391084,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
1000,"Mystery, Comedy, Romance",347968,tt3620860,One Minute Time Machine,{Empty Box Productions},US,2014-03-29,0,6,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Crime",336845,tt4262142,Cleveland Abduction,"{Lifetime Network}, {Sony Pictures Television}, {Woodridge Productions}",US,2015-05-02,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Action, Thriller, Science Fiction",68712,tt1247400,The Lazarus Papers,{Lunaflux Productions},US,2009-12-31,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
2000000,"Fantasy, Action, Horror",86215,tt2088923,The Cloth,"{Eminence Productions}, {Bethesda Films}, {9/02 Entertainment}",US,2012-10-28,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,71392,tt1781947,Vampire Boys,{Ariztical Entertainment},US,2011-01-01,0,70,"[{'iso_639_1': 'en', 'name': 'English'}]"
4000000,"Horror, Action, Science Fiction, Foreign",25151,tt1131742,Mutants,"{K2K Pictures}, {Dirty District Entertainment}",US,2008-10-31,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
200,Horror,123389,tt1640220,Mr. Hush,,US,2010-08-01,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
100000,"Horror, Action",239628,tt0439532,Dead End Road,,US,2004-11-26,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
15000,"Romance, Drama",325592,tt3104062,Camp Belvidere,{Recluse Films},US,2014-01-01,0,38,"[{'iso_639_1': 'en', 'name': 'English'}]"
700,"Horror, Thriller",27122,tt0485857,The Attic,{Intrinsic Value Films},US,2008-01-15,0,88,[]
250000,Drama,85657,tt1738366,The Dynamiter,,US,2011-10-21,0,73,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Mystery, Thriller",228606,tt2401789,The Secret Village,{Midnight Friends},US,2013-10-18,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Family",154537,tt2056520,Arcadia,"{DViant Films}, {Filament Productions LLC}, {Madrose Productions}, {Poisson Rouge Pictures}, {SHRINK Media Inc.}, {Tricarico Chavez}, {Nice Dissolve}",US,2012-02-13,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Romance",241071,tt1877688,Brightest Star,,US,2014-01-31,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Romance",61527,tt1394211,Helena from the Wedding,{Beech Hill Films},US,2010-11-12,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Romance, Comedy",294222,tt2318268,Mantervention,{Scatena & Rosner Films},US,2014-07-15,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Family, Romance, Drama",97938,tt2231251,Heart of the Country,{Bay Ridge Films},US,2013-08-19,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"TV Movie, Drama, Mystery, Thriller",258305,tt3076106,Hunt for the Labyrinth Killer,,US,2013-08-03,0,87,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
0,"Comedy, Drama, Romance",284286,tt3062976,Learning to Drive,"{Broad Green Pictures}, {Lavender Pictures}",US,2014-08-21,3447633,105,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,244776,tt2723576,The Sleepwalker,"{Tandem Pictures}, {4 1/2 Film}","NO, US",2014-01-20,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Horror, Mystery",256511,tt2179007,Cut!,"{Psycho Rock Productions}, {Brilliant Screen Studios}, {Dog House Post Audio}",US,2014-01-14,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Action, Drama",307081,tt1798684,Southpaw,"{Escape Artists}, {Riche-Ludwig Productions}",US,2015-06-15,91709827,123,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Action, Crime, Drama, Mystery, Thriller",273481,tt3397884,Sicario,"{Lionsgate}, {Thunder Road Pictures}, {Black Label Media}",US,2015-09-17,84025816,121,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Crime",171688,tt0490075,Aftermath,,US,2013-11-01,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,318868,tt2594428,Out of Reach,"{Odyssey Media}, {Pulser Productions}, {The Cartel}",US,2013-07-01,0,120,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,243279,tt1918924,Low Fidelity,{JuntoBox Films},US,2011-01-01,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000,Horror,115451,tt2402701,Spirit Stalkers,{Big Biting Pig Productions},US,2012-06-16,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Thriller,326262,tt2120025,Biology 101,{Second Feature Productions},US,2011-04-01,0,76,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"War, Action",348811,tt3779300,War Pigs,"{VMI Worldwide}, {Verdi Productions}, {Schuetzle Company Productions}, {The Fyzz Facility}",US,2015-08-03,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Crime, Thriller",346592,tt2134170,10 Cent Pistol,{Route 17 Entertainment},US,2015-07-24,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,260677,tt3639176,Todd Barry: The Crowd Work Tour,{Pig Newton},US,2014-03-21,0,70,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Thriller",300467,tt2251281,Dark Was the Night,{Maiden Woods Films},US,2014-10-17,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Drama, Thriller",24676,tt0800026,Fatal Contact: Bird Flu in America,{American Broadcasting Company (ABC)},US,2006-05-09,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Romance, Comedy",283350,tt0443465,Before We Go,"{Wonderland Sound and Vision}, {G4 Productions}, {Nutmeg Film Productions}",US,2014-09-11,37151,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Science Fiction, Thriller",294562,tt4060576,Lavalantula,"{Syfy}, {Cinetel Films}",US,2015-08-08,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
6000000,"Action, Science Fiction, Adventure",344147,tt3292154,Sharktopus vs. Whalewolf,"{Anchor Bay Entertainment}, {New Horizons Picture}",US,2015-07-19,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Comedy",326241,tt4157510,For Here or to Go?,{Many Cups of Chai Films},US,2017-03-31,0,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
0,Drama,300686,tt1754736,Chloe and Theo,{Tiberius Film},"US, CA",2015-04-15,0,81,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Science Fiction, Drama",312131,tt3430042,The Phoenix Project,{Ironwood Gang Productions},US,2015-01-16,0,92,[]
0,"Drama, Mystery",67362,tt0938706,The Last Lullaby,"{Timbergrove Entertainment}, {Chaillot Films}",US,2008-03-28,0,93,[]
0,"Comedy, Action, Adventure",311615,tt4184878,Smosh: The Movie,{Awesomeness Films},US,2015-07-24,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]"
3800000,"Action, Comedy, Thriller, Romance",8460,tt0278723,The Skulls II,"{Original Film}, {Newmarket Capital Group}, {Universal Home Entertainment}",US,2002-04-09,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Crime, Drama",211076,tt2873214,Bad Turn Worse,,US,2014-08-15,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Crime, Drama",266425,tt2233170,Sand Castles,"{Oceanus Pictures}, {Green Rose Pictures}",US,2016-02-16,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
